,totalLatency
0,0.008978035011915003
1,0.008978035011915003
2,0.008978035011915003
3,0.008978035011915003
4,0.008978035011915003
5,0.008978035011915003
6,0.008978035011915003
7,0.008978035011915003
8,0.008978035011915003
9,0.008978035011915003
,totalLatency
0,0.009995635851857152
1,0.009995635851857152
2,0.009995635851857152
3,0.009995635851857152
4,0.009995635851857152
5,0.009995635851857152
6,0.009995635851857152
7,0.009995635851857152
8,0.009995635851857152
9,0.009995635851857152
,totalLatency
0,0.008978035011915003
1,0.008978035011915003
2,0.008978035011915003
3,0.008978035011915003
,totalLatency
0,0.009995635851857152
,totalLatency
0,0.012221013924165913
1,0.012221013924165913
2,0.012221013924165913
3,0.012221013924165913
,totalLatency
0,0.013238614764108064
,totalLatency
0,0.012221013924165913
,totalLatency
0,0.009995635851857152
1,0.009995635851857152
2,0.009995635851857152
3,0.009995635851857152
4,0.009995635851857152
5,0.009995635851857152
6,0.009995635851857152
7,0.009995635851857152
8,0.009995635851857152
9,0.009995635851857152
,totalLatency
0,0.008978035011915003
1,0.008978035011915003
,totalLatency
0,0.009995635851857152
1,0.009995635851857152
2,0.009995635851857152
3,0.009995635851857152
4,0.009995635851857152
5,0.009995635851857152
,totalLatency
0,0.008978035011915003
1,0.008978035011915003
2,0.008978035011915003
3,0.008978035011915003
4,0.008978035011915003
5,0.008978035011915003
,totalLatency
0,0.009995635851857152
1,0.009995635851857152
,totalLatency
0,0.012221013924165913
1,0.012221013924165913
2,0.012221013924165913
3,0.012221013924165913
,totalLatency
0,0.013238614764108064
,totalLatency
0,0.012221013924165913
1,0.012221013924165913
2,0.012221013924165913
3,0.012221013924165913
4,0.012221013924165913
5,0.012221013924165913
,totalLatency
0,0.013238614764108064
1,0.013238614764108064
